date,ghi,temperature,cloud_cover,effective_ghi,capacity_factor,generation_mwh,ppa_price,spot_price,rec_price,curtailment_fraction,available_mwh,daily_revenue_usd,is_drift_period
2022-08-17,547.92,23.82,0.6027,316.77,0.3158,87.97,44.98,17.72,5.63,0.0789,81.03,3438.59,0
2022-08-18,626.53,23.16,0.195,541.03,0.5393,146.69,45.51,25.47,6.77,0.0334,141.79,6560.3,0
2022-08-19,536.8,23.76,0.5206,341.16,0.3401,96.48,45.08,13.88,8.59,0.0929,87.52,3878.18,0
2022-08-20,588.42,26.33,0.1546,524.73,0.5203,146.48,44.29,21.59,8.87,0.01,145.01,6721.13,0
2022-08-21,572.93,21.62,0.3469,433.79,0.4324,120.45,43.18,23.81,7.98,0.0083,119.45,5416.4,0
2022-08-22,525.81,23.49,0.3984,379.18,0.378,99.82,44.29,25.53,9.74,0.0252,97.3,4709.39,0
2022-08-23,688.2,20.11,0.572,412.63,0.4113,114.49,43.61,14.3,8.6,0.1405,98.41,4272.03,0
2022-08-24,592.22,26.05,0.5506,363.98,0.3613,105.33,46.7,32.63,6.88,0.0135,103.91,5129.01,0
2022-08-25,427.24,17.39,0.1506,382.21,0.381,101.79,44.88,18.13,7.58,0.0399,97.72,4342.48,0
2022-08-26,554.46,27.12,0.5208,352.33,0.3482,106.25,44.65,9.36,5.9,0.0634,99.51,3976.63,0
2022-08-27,498.05,19.56,0.4036,357.34,0.3562,95.32,45.89,21.73,7.84,0.0465,90.89,4224.59,0
2022-08-28,583.34,13.81,0.7751,266.85,0.266,73.31,43.88,22.74,9.67,0.1619,61.44,2900.12,0
2022-08-29,479.05,19.85,0.2588,392.25,0.391,104.15,44.23,23.61,9.03,0.006,103.53,4873.27,0
2022-08-30,514.08,16.42,0.3033,404.94,0.4036,112.11,45.07,33.08,10.1,0.0485,106.67,5501.64,0
2022-08-31,545.59,22.32,0.8287,229.09,0.2283,54.08,46.03,20.16,7.55,0.0466,51.56,2362.08,0
2022-09-01,561.53,16.15,0.6426,308.93,0.3079,81.94,45.5,20.97,10.02,0.0008,81.88,3943.43,0
2022-09-02,431.83,16.78,0.1402,389.45,0.3882,101.28,45.25,12.97,7.71,0.0024,101.04,4372.61,0
2022-09-03,478.01,10.8,0.3341,366.22,0.365,101.05,45.08,28.24,10.21,0.046,96.4,4842.67,0
2022-09-04,463.79,16.35,0.4902,304.63,0.3036,88.46,45.4,23.04,7.97,0.0236,86.37,4029.97,0
2022-09-05,447.26,8.27,0.5858,263.85,0.263,75.54,45.2,18.09,9.06,0.1408,64.91,2994.18,0
2022-09-06,586.53,11.43,0.2064,501.77,0.5001,125.66,43.97,6.1,10.21,0.0738,116.39,4984.13,0
2022-09-07,499.03,20.6,0.7065,252.24,0.2514,79.34,45.05,32.79,7.71,0.0146,78.18,3837.13,0
2022-09-08,393.18,20.5,0.1075,363.61,0.3624,101.13,43.93,11.31,8.33,0.011,100.02,4247.73,0
2022-09-09,517.99,18.86,0.1759,454.21,0.4526,120.59,45.08,16.31,9.93,0.1368,104.1,4828.25,0
2022-09-10,584.31,13.09,0.6787,306.72,0.3057,84.84,44.52,23.81,7.8,0.0633,79.47,3664.4,0
2022-09-11,512.98,16.56,0.3826,375.58,0.3743,103.81,47.54,11.29,6.02,0.0118,102.58,4378.41,0
2022-09-12,353.9,16.53,0.4101,252.3,0.2514,65.81,44.96,8.83,11.21,0.0211,64.42,2920.31,0
2022-09-13,410.03,11.71,0.5327,257.13,0.2562,71.45,43.6,3.7,7.3,0.0297,69.33,2698.56,0
2022-09-14,509.1,22.15,0.2241,429.23,0.4277,114.59,44.87,26.39,8.24,0.0462,109.29,5197.95,0
2022-09-15,384.63,19.44,0.1191,352.56,0.3513,94.59,45.52,16.19,9.73,0.0228,92.43,4293.8,0
2022-09-16,447.7,14.84,0.4846,295.85,0.2948,77.64,46.67,43.9,7.09,0.0669,72.45,3834.56,0
2022-09-17,461.54,15.62,0.5589,280.98,0.28,69.83,44.41,12.46,6.49,0.0131,68.92,2847.37,0
2022-09-18,353.42,16.14,0.414,251.0,0.2501,69.51,43.42,12.99,8.38,0.0357,67.03,2859.95,0
2022-09-19,399.44,6.94,0.3221,309.39,0.3083,87.7,45.82,15.78,5.31,0.0089,86.92,3661.0,0
2022-09-20,202.51,13.91,0.1678,178.72,0.1781,51.55,43.62,22.2,7.57,0.0449,49.23,2203.78,0
2022-09-21,329.5,11.96,0.3104,257.91,0.257,74.77,44.56,16.45,8.37,0.1355,64.64,2876.22,0
2022-09-22,369.79,10.48,0.8094,160.28,0.1597,45.54,44.74,25.07,7.6,0.0478,43.36,2013.61,0
2022-09-23,304.06,13.15,0.3283,234.18,0.2333,61.5,44.93,12.3,5.68,0.0633,57.61,2352.11,0
2022-09-24,470.86,21.26,0.326,363.4,0.3621,103.77,45.69,9.05,10.39,0.028,100.87,4547.88,0
2022-09-25,281.1,16.43,0.3713,208.04,0.2073,50.21,44.32,5.69,8.16,0.0698,46.71,1909.62,0
2022-09-26,334.52,11.38,0.3087,262.23,0.2613,67.34,44.73,2.26,10.15,0.067,62.83,2647.42,0
2022-09-27,362.78,15.75,0.6835,189.2,0.1885,47.02,44.99,15.89,7.61,0.042,45.04,1975.75,0
2022-09-28,435.45,18.85,0.5623,264.05,0.2631,77.75,45.15,17.61,6.68,0.0878,70.92,3089.77,0
2022-09-29,256.87,16.74,0.2655,209.13,0.2084,62.01,45.1,14.96,8.4,0.0081,61.51,2734.51,0
2022-09-30,406.87,13.08,0.3307,312.68,0.3115,88.1,45.44,29.95,7.68,0.0379,84.76,4108.22,0
2022-10-01,331.78,10.05,0.3586,248.5,0.2476,73.44,45.84,29.82,6.23,0.0433,70.26,3321.13,0
2022-10-02,266.38,15.23,0.3997,191.85,0.1911,48.16,45.39,17.33,10.2,0.2236,37.39,1764.1,0
2022-10-03,347.12,13.81,0.2466,287.2,0.2861,80.43,45.45,5.66,7.07,0.0008,80.36,3261.22,0
2022-10-04,325.49,15.62,0.2621,265.76,0.2648,72.18,43.42,15.49,5.24,0.0713,67.04,2700.14,0
2022-10-05,271.7,14.38,0.6854,141.34,0.1408,42.96,45.05,15.24,9.99,0.1624,35.98,1658.67,0
2022-10-06,306.11,15.84,0.7311,149.46,0.1489,40.37,45.48,14.8,7.24,0.0326,39.05,1699.54,0
2022-10-07,273.03,9.3,0.2689,221.63,0.2208,58.79,45.73,14.5,7.09,0.0222,57.48,2497.66,0
2022-10-08,297.22,16.51,0.3154,231.59,0.2307,66.15,44.31,14.89,5.35,0.0969,59.74,2439.47,0
2022-10-09,324.43,11.84,0.5289,204.31,0.2035,60.35,44.34,17.06,10.61,0.0421,57.81,2703.64,0
2022-10-10,374.2,19.15,0.0993,348.19,0.3468,92.04,44.43,15.11,6.07,0.0317,89.12,3715.99,0
2022-10-11,199.13,7.9,0.6584,107.35,0.1069,29.1,45.54,21.9,8.09,0.0083,28.86,1342.88,0
2022-10-12,395.78,17.41,0.2417,328.83,0.3276,84.79,46.03,23.16,9.37,0.0605,79.65,3866.46,0
2022-10-13,145.12,11.07,0.4981,94.52,0.0941,13.4,44.59,13.05,8.63,0.0004,13.4,586.21,0
2022-10-14,247.62,7.48,0.0832,233.2,0.2323,64.88,45.91,30.56,7.91,0.0104,64.21,3159.85,0
2022-10-15,286.55,7.96,0.5211,182.02,0.1813,52.9,45.12,12.61,5.45,0.043,50.63,2066.51,0
2022-10-16,262.68,8.43,0.5011,170.54,0.1699,48.02,44.88,7.57,6.79,0.0055,47.76,1932.82,0
2022-10-17,203.07,11.23,0.4795,134.91,0.1344,27.21,44.79,23.63,8.28,0.0211,26.63,1244.34,0
2022-10-18,222.61,11.44,0.1928,192.56,0.1918,50.99,45.75,14.12,6.82,0.0286,49.53,2133.66,0
2022-10-19,200.22,6.87,0.2749,161.7,0.1611,33.2,45.33,23.3,8.31,0.119,29.25,1375.32,0
2022-10-20,189.2,8.89,0.4231,133.17,0.1326,43.32,47.28,1.59,9.02,0.0832,39.72,1691.74,0
2022-10-21,270.35,17.38,0.2644,220.31,0.2194,54.91,44.15,32.04,9.44,0.0194,53.85,2690.16,0
2022-10-22,235.67,15.54,0.2222,199.0,0.1982,60.78,45.52,26.37,6.16,0.0577,57.28,2630.93,0
2022-10-23,167.59,10.2,0.6543,90.84,0.0905,29.61,44.47,9.08,11.29,0.0043,29.48,1331.02,0
2022-10-24,258.12,8.44,0.0544,248.3,0.2473,63.5,44.13,9.36,9.15,0.0017,63.39,2716.43,0
2022-10-25,217.62,8.59,0.6981,111.27,0.1108,24.81,44.99,34.67,8.0,0.0222,24.26,1210.26,0
2022-10-26,243.05,10.4,0.1808,212.29,0.2114,59.89,45.14,15.5,9.63,0.0321,57.97,2659.73,0
2022-10-27,227.21,3.69,0.4634,153.5,0.1529,37.82,47.92,14.83,11.55,0.0,37.82,1873.54,0
2022-10-28,134.91,6.59,0.454,92.04,0.0917,25.72,44.82,3.49,5.84,0.048,24.48,936.76,0
2022-10-29,146.32,0.78,0.1927,126.59,0.1261,32.25,43.87,18.93,7.66,0.1312,28.02,1234.42,0
2022-10-30,220.12,8.89,0.2694,178.61,0.1779,40.01,45.27,20.04,4.43,0.0305,38.79,1634.43,0
2022-10-31,207.32,9.73,0.569,124.74,0.1242,23.01,42.93,27.71,8.29,0.0688,21.43,999.54,0
2022-11-01,164.92,5.05,0.3361,126.12,0.1256,35.67,44.91,10.93,8.55,0.0036,35.55,1537.73,0
2022-11-02,168.77,13.13,0.8645,66.64,0.0664,15.44,45.02,10.09,7.94,0.3,10.81,459.2,0
2022-11-03,234.01,1.78,0.235,195.52,0.1947,50.78,45.79,26.0,7.02,0.0583,47.82,2241.29,0
2022-11-04,117.55,0.68,0.235,98.21,0.0978,30.37,45.97,30.59,4.93,0.0817,27.89,1291.03,0
2022-11-05,181.64,7.29,0.169,160.15,0.1595,49.72,44.5,10.11,8.56,0.0191,48.77,2084.44,0
2022-11-06,132.52,10.43,0.2451,109.79,0.1093,28.7,44.85,31.48,10.18,0.0188,28.16,1436.83,0
2022-11-07,127.51,12.84,0.3685,94.62,0.0942,24.21,44.23,23.28,7.11,0.014,23.87,1075.49,0
2022-11-08,202.49,4.13,0.8771,78.17,0.0778,23.91,43.87,31.87,8.66,0.0178,23.48,1148.91,0
2022-11-09,182.16,10.15,0.2483,150.5,0.1499,34.43,45.31,22.73,5.65,0.0112,34.04,1504.08,0
2022-11-10,177.6,5.55,0.0565,170.58,0.1698,47.82,43.73,3.28,8.69,0.0234,46.7,1881.19,0
2022-11-11,203.35,4.88,0.2927,161.68,0.161,47.03,44.59,22.41,7.41,0.0497,44.69,2026.49,0
2022-11-12,122.6,8.98,0.3684,90.98,0.0906,28.31,44.0,32.28,6.86,0.0067,28.12,1331.38,0
2022-11-13,158.65,7.93,0.6877,82.28,0.0819,12.85,45.55,16.82,6.86,0.148,10.94,479.25,0
2022-11-14,95.6,-1.1,0.3959,69.1,0.0688,15.11,46.8,21.04,7.41,0.0043,15.05,699.48,0
2022-11-15,130.23,10.99,0.2858,104.17,0.1037,24.13,43.7,22.92,8.57,0.0869,22.03,1014.37,0
2022-11-16,99.62,10.49,0.2378,83.04,0.0827,23.23,43.15,1.31,6.03,0.0382,22.35,818.53,0
2022-11-17,109.98,2.35,0.5145,70.37,0.0701,21.67,44.88,38.06,7.4,0.1542,18.33,920.85,0
2022-11-18,136.7,6.33,0.3729,101.01,0.1006,35.14,45.02,17.67,7.94,0.0522,33.31,1490.42,0
2022-11-19,50.0,6.62,0.5071,32.25,0.0321,6.36,45.22,29.12,6.35,0.0984,5.73,267.84,0
2022-11-20,220.45,5.58,0.1632,195.26,0.1944,50.97,44.55,24.58,10.69,0.0148,50.22,2473.45,0
2022-11-21,50.0,2.24,0.3138,39.02,0.0388,16.43,44.8,35.53,6.72,0.0925,14.91,726.76,0
2022-11-22,50.0,1.66,0.5604,30.39,0.0303,9.8,45.37,28.92,7.0,0.1701,8.13,385.8,0
2022-11-23,155.94,4.15,0.1109,143.84,0.1432,45.72,46.04,23.99,6.53,0.0225,44.69,2053.83,0
2022-11-24,131.33,8.85,0.1808,114.7,0.1142,32.85,43.04,18.93,10.7,0.036,31.66,1472.6,0
2022-11-25,118.74,6.25,0.3406,90.43,0.09,18.97,44.63,32.67,8.83,0.0506,18.01,898.2,0
2022-11-26,116.55,2.51,0.647,63.77,0.0635,10.79,45.21,11.51,6.6,0.063,10.11,421.62,0
2022-11-27,75.76,7.0,0.7298,37.06,0.0369,2.39,44.08,31.88,9.66,0.0178,2.35,117.46,0
2022-11-28,50.0,-7.56,0.1975,43.09,0.0429,15.11,46.73,18.14,8.3,0.0008,15.09,701.17,0
2022-11-29,76.64,8.35,0.5401,47.67,0.0474,18.99,44.36,37.17,8.39,0.0016,18.96,959.24,0
2022-11-30,50.0,-3.27,0.7198,24.81,0.0247,16.04,44.96,28.66,7.48,0.0005,16.03,762.23,0
2022-12-01,126.58,2.17,0.5512,77.74,0.0774,25.5,45.56,32.75,6.88,0.0929,23.13,1123.78,0
2022-12-02,57.39,-0.92,0.3992,41.35,0.0412,17.13,44.41,28.47,8.51,0.071,15.92,766.2,0
2022-12-03,50.0,-1.68,0.4285,35.0,0.0348,6.68,43.15,14.03,7.18,0.0131,6.59,274.29,0
2022-12-04,50.0,8.08,0.2262,42.08,0.0419,5.74,44.57,21.39,10.73,0.005,5.71,276.0,0
2022-12-05,86.0,1.51,0.2707,69.7,0.0694,23.33,46.03,33.89,6.1,0.0655,21.8,1057.03,0
2022-12-06,50.0,4.72,0.3223,38.72,0.0385,12.69,44.66,30.08,10.3,0.0,12.69,641.8,0
2022-12-07,50.0,3.1,0.3127,39.06,0.0389,11.23,44.15,38.43,7.83,0.0196,11.01,553.31,0
2022-12-08,71.76,5.15,0.2967,56.85,0.0566,17.5,45.93,32.44,8.45,0.0234,17.09,860.07,0
2022-12-09,70.67,3.51,0.1699,62.27,0.062,18.66,44.67,21.72,9.25,0.0202,18.28,859.87,0
2022-12-10,50.0,-1.96,0.7116,25.09,0.025,13.29,44.49,23.33,7.05,0.0028,13.25,598.87,0
2022-12-11,50.0,7.12,0.3639,37.26,0.0371,16.67,45.15,30.76,9.3,0.0466,15.9,796.91,0
2022-12-12,67.03,1.13,0.2974,53.08,0.0528,17.25,45.77,11.67,3.94,0.0542,16.31,643.99,0
2022-12-13,50.0,-3.15,0.13,45.45,0.0452,16.67,47.38,43.81,6.92,0.0771,15.38,818.83,0
2022-12-14,50.0,1.35,0.5065,32.27,0.0321,11.4,45.83,34.21,6.61,0.0192,11.18,547.53,0
2022-12-15,50.0,9.04,0.2318,41.89,0.0417,9.16,46.16,40.74,6.12,0.2137,7.2,364.72,0
2022-12-16,50.0,6.43,0.263,40.8,0.0406,14.95,44.49,18.52,7.68,0.0401,14.35,636.8,0
2022-12-17,69.05,1.62,0.2607,56.45,0.0562,8.48,43.97,41.38,8.58,0.0298,8.22,425.78,0
2022-12-18,138.68,1.61,0.5253,87.69,0.0873,29.27,45.06,49.52,9.05,0.0318,28.34,1571.38,0
2022-12-19,101.49,1.71,0.4476,69.69,0.0694,13.1,45.11,21.36,8.36,0.0076,13.0,602.5,0
2022-12-20,50.0,11.31,0.0797,47.21,0.047,14.35,43.92,38.35,7.0,0.0948,12.99,639.72,0
2022-12-21,50.0,4.53,0.6452,27.42,0.0273,3.28,44.82,32.44,8.55,0.0483,3.12,154.89,0
2022-12-22,50.0,4.73,0.4863,32.98,0.0328,11.79,45.4,20.33,8.19,0.0091,11.68,538.26,0
2022-12-23,50.0,7.14,0.4048,35.83,0.0357,9.64,45.36,36.88,9.4,0.0191,9.45,493.57,0
2022-12-24,50.0,3.99,0.2109,42.62,0.0424,3.69,45.5,39.87,9.17,0.0124,3.64,193.01,0
2022-12-25,70.79,2.01,0.6084,40.64,0.0404,13.23,45.29,28.64,8.05,0.0139,13.04,630.46,0
2022-12-26,50.0,2.28,0.3782,36.76,0.0366,7.17,44.49,43.04,6.65,0.0019,7.16,362.96,0
2022-12-27,83.88,2.81,0.2685,68.12,0.0678,23.05,44.49,20.63,7.02,0.0064,22.9,1015.55,0
2022-12-28,145.49,2.97,0.137,131.54,0.1309,36.0,43.8,22.27,7.18,0.0439,34.42,1532.29,0
2022-12-29,50.0,6.06,0.3486,37.8,0.0376,12.32,46.78,35.58,7.53,0.0156,12.13,617.93,0
2022-12-30,79.54,3.39,0.6738,42.02,0.0418,6.71,45.01,34.94,8.4,0.0473,6.39,322.16,0
2022-12-31,97.95,6.15,0.2896,78.09,0.0777,18.42,44.78,29.27,9.07,0.0553,17.4,856.16,0
2023-01-01,50.0,2.94,0.1154,45.96,0.0457,10.28,44.07,41.73,7.92,0.0156,10.12,519.2,0
2023-01-02,72.51,3.63,0.2856,58.01,0.0577,20.16,47.94,39.76,8.02,0.0005,20.15,1078.09,0
2023-01-03,61.23,-4.63,0.2723,49.56,0.0493,21.95,43.93,42.64,8.21,0.0361,21.16,1094.9,0
2023-01-04,67.85,7.08,0.3888,49.38,0.0491,9.49,44.57,35.05,7.23,0.0204,9.29,454.78,0
2023-01-05,50.0,4.85,0.2107,42.62,0.0424,17.05,45.42,41.11,6.61,0.0192,16.72,848.28,0
2023-01-06,66.79,7.52,0.2452,55.32,0.055,4.29,45.6,32.98,5.37,0.0318,4.15,195.9,0
2023-01-07,97.01,-8.0,0.1234,88.63,0.0882,18.28,45.96,53.23,6.96,0.0263,17.8,980.72,0
2023-01-08,156.11,12.01,0.4677,105.01,0.1045,23.94,46.81,30.56,8.71,0.0025,23.88,1209.11,0
2023-01-09,128.61,3.16,0.2366,107.31,0.1068,22.6,45.51,54.16,6.95,0.0315,21.89,1204.72,0
2023-01-10,202.35,8.23,0.1968,174.47,0.1736,39.82,43.94,37.85,7.64,0.0978,35.92,1787.45,0
2023-01-11,50.0,-0.29,0.604,28.86,0.0287,9.96,44.74,26.82,8.7,0.0809,9.15,440.01,0
2023-01-12,130.0,6.4,0.6725,68.8,0.0684,17.75,45.31,49.02,8.78,0.0077,17.62,972.41,0
2023-01-13,91.06,-0.18,0.4675,61.26,0.0609,18.66,47.07,39.34,6.38,0.0459,17.8,910.04,0
2023-01-14,213.93,1.62,0.7031,108.64,0.1081,33.17,43.6,45.39,9.5,0.0078,32.91,1765.33,0
2023-01-15,50.0,11.86,0.6116,28.59,0.0284,9.15,46.2,48.62,9.69,0.0153,9.01,510.17,0
2023-01-16,50.0,3.53,0.347,37.86,0.0377,13.65,45.18,41.78,6.31,0.0458,13.02,657.09,0
2023-01-17,54.61,5.26,0.1666,48.24,0.048,12.85,45.84,34.59,6.76,0.0448,12.27,604.22,0
2023-01-18,50.0,7.97,0.2808,40.17,0.04,5.05,44.9,47.38,9.79,0.0463,4.82,267.2,0
2023-01-19,64.84,6.57,0.2323,54.3,0.054,20.14,44.16,39.83,7.78,0.0996,18.14,918.43,0
2023-01-20,53.88,5.3,0.5064,34.78,0.0346,6.57,45.75,45.55,4.67,0.0186,6.45,324.69,0
2023-01-21,111.59,6.26,0.3201,86.59,0.0861,19.01,45.65,23.08,5.9,0.0831,17.43,780.42,0
2023-01-22,126.29,14.53,0.0823,119.01,0.1184,31.67,45.97,44.12,7.63,0.0113,31.31,1660.65,0
2023-01-23,221.66,4.8,0.2972,175.55,0.1746,43.46,44.99,35.68,6.26,0.0122,42.93,2079.68,0
2023-01-24,169.51,5.95,0.2049,145.2,0.1444,37.63,44.4,54.25,7.38,0.0152,37.06,2028.38,0
2023-01-25,81.35,9.46,0.3674,60.43,0.0601,18.25,43.44,46.24,8.05,0.0091,18.08,946.35,0
2023-01-26,65.62,9.81,0.59,38.52,0.0383,12.28,45.82,43.41,10.19,0.0214,12.02,664.35,0
2023-01-27,152.68,10.26,0.134,138.36,0.1376,33.36,45.42,45.61,7.56,0.0403,32.01,1698.13,0
2023-01-28,50.0,8.19,0.6599,26.9,0.0268,4.92,44.03,33.97,9.61,0.0183,4.83,244.51,0
2023-01-29,240.59,1.2,0.3901,174.9,0.174,53.21,44.46,55.17,10.14,0.0038,53.01,3064.84,0
2023-01-30,205.36,12.43,0.5103,132.0,0.1313,38.59,44.53,58.34,10.15,0.0124,38.11,2241.76,0
2023-01-31,110.41,1.45,0.2391,91.93,0.0914,35.52,43.52,45.77,8.43,0.0316,34.4,1810.05,0
2023-02-01,50.0,7.39,0.3549,37.58,0.0374,16.18,44.18,55.57,5.06,0.0131,15.97,840.68,0
2023-02-02,227.96,3.3,0.655,123.43,0.1228,39.48,43.87,38.52,8.69,0.0204,38.68,1970.7,0
2023-02-03,144.05,6.2,0.6266,80.87,0.0804,15.18,44.59,36.91,9.57,0.0334,14.67,760.8,0
2023-02-04,229.46,7.92,0.3898,166.85,0.1659,49.45,44.26,43.83,7.88,0.0227,48.33,2513.56,0
2023-02-05,63.87,8.04,0.3104,49.99,0.0497,13.41,43.37,47.19,10.62,0.0102,13.27,731.58,0
2023-02-06,127.98,8.59,0.4392,88.64,0.0882,21.49,47.02,40.77,9.29,0.0174,21.11,1149.34,0
2023-02-07,168.74,13.52,0.425,118.54,0.1179,33.26,46.25,48.43,8.85,0.0012,33.22,1852.29,0
2023-02-08,175.8,9.03,0.7092,88.53,0.088,28.94,44.22,46.78,9.63,0.015,28.5,1556.83,0
2023-02-09,150.59,6.4,0.2299,126.36,0.1257,37.06,45.27,36.55,8.5,0.0007,37.04,1894.52,0
2023-02-10,219.65,11.39,0.2273,184.71,0.1837,46.12,45.42,48.88,4.26,0.0268,44.88,2276.3,0
2023-02-11,122.98,12.46,0.3072,96.54,0.096,30.11,46.19,51.83,7.25,0.1014,27.06,1491.88,0
2023-02-12,183.3,2.95,0.1714,161.32,0.1604,40.93,44.18,46.49,9.8,0.0039,40.77,2228.62,0
2023-02-13,203.94,10.42,0.4754,136.08,0.1353,38.3,46.09,54.53,6.79,0.0345,36.97,2048.81,0
2023-02-14,232.52,11.0,0.0972,216.69,0.2155,57.74,44.45,35.75,7.66,0.0282,56.11,2777.87,0
2023-02-15,249.34,7.18,0.7445,119.41,0.1187,31.56,43.66,49.42,6.43,0.0701,29.35,1520.82,0
2023-02-16,144.22,14.05,0.4547,98.32,0.0978,30.72,45.72,36.49,10.68,0.0419,29.43,1578.26,0
2023-02-17,124.76,8.12,0.5406,77.55,0.0771,16.0,46.29,37.12,10.52,0.1082,14.27,771.65,0
2023-02-18,298.63,9.4,0.078,282.32,0.2807,86.92,47.59,41.16,6.67,0.0071,86.31,4516.69,0
2023-02-19,247.12,8.38,0.525,156.31,0.1554,33.64,43.8,38.84,8.22,0.0081,33.36,1685.92,0
2023-02-20,187.53,9.32,0.4512,128.31,0.1276,32.1,45.7,42.16,6.98,0.0003,32.09,1656.18,0
2023-02-21,330.83,5.05,0.4695,222.1,0.2208,62.58,44.59,44.99,8.92,0.2046,49.77,2669.56,0
2023-02-22,250.06,3.86,0.349,188.96,0.1879,54.59,45.78,53.56,8.76,0.0183,53.59,3048.21,0
2023-02-23,319.29,16.18,0.5433,197.87,0.1967,53.6,43.53,44.45,9.22,0.0168,52.7,2794.41,0
2023-02-24,258.03,6.61,0.2037,221.24,0.22,60.2,43.74,34.49,8.5,0.0174,59.16,2926.01,0
2023-02-25,383.12,6.22,0.4688,257.41,0.2559,72.43,44.22,56.44,12.4,0.0087,71.81,4329.35,0
2023-02-26,370.34,1.76,0.1272,337.36,0.3354,91.08,45.08,40.77,6.46,0.0156,89.66,4504.96,0
2023-02-27,255.66,8.01,0.1435,229.98,0.2287,69.84,44.36,47.14,5.43,0.0014,69.75,3531.21,0
2023-02-28,334.51,5.46,0.7356,162.26,0.1613,48.56,45.66,51.32,7.41,0.0195,47.61,2607.48,0
2023-03-01,320.59,17.52,0.2206,271.08,0.2695,78.48,46.03,49.48,5.65,0.1044,70.29,3704.89,0
2023-03-02,369.67,15.18,0.177,323.87,0.322,83.71,45.6,56.77,5.76,0.0399,80.37,4397.19,0
2023-03-03,235.38,8.59,0.6513,128.07,0.1273,34.62,46.62,51.97,6.5,0.0819,31.78,1739.01,0
2023-03-04,340.19,20.55,0.6543,184.39,0.1833,48.91,45.42,41.37,6.62,0.0219,47.84,2430.99,0
2023-03-05,368.32,15.66,0.2887,293.88,0.2922,75.31,43.78,65.81,6.57,0.0443,71.98,4099.92,0
2023-03-06,205.1,10.64,0.8794,78.85,0.0784,23.36,46.36,50.05,8.78,0.0602,21.95,1234.63,0
2023-03-07,245.47,2.14,0.2564,201.41,0.2002,52.37,44.39,47.43,7.24,0.0992,47.18,2479.01,0
2023-03-08,199.97,21.5,0.6257,112.38,0.1117,34.0,45.91,56.42,7.73,0.0229,33.22,1886.69,0
2023-03-09,312.05,6.98,0.4374,216.52,0.2152,53.84,46.57,50.81,9.34,0.0695,50.1,2864.9,0
2023-03-10,377.17,6.16,0.2813,302.92,0.3011,91.4,45.46,52.11,6.85,0.0043,91.01,4942.01,0
2023-03-11,430.19,17.03,0.5605,261.42,0.2599,66.98,43.5,68.95,7.6,0.0374,64.47,3787.09,0
2023-03-12,350.44,22.91,0.1206,320.85,0.3189,88.8,44.08,46.9,8.55,0.1102,79.01,4225.27,0
2023-03-13,449.67,18.89,0.4072,321.49,0.3196,91.84,46.32,46.64,5.09,0.0359,88.55,4560.72,0
2023-03-14,275.12,15.81,0.324,212.73,0.2115,55.3,44.83,50.2,4.42,0.1005,49.74,2529.9,0
2023-03-15,261.71,16.14,0.5495,161.05,0.1601,48.28,45.08,57.92,8.52,0.0074,47.93,2753.4,0
2023-03-16,366.58,17.38,0.4096,261.47,0.2599,65.33,45.76,37.36,8.74,0.0724,60.6,3149.84,0
2023-03-17,398.96,17.21,0.4756,266.15,0.2645,80.01,45.7,33.76,11.1,0.0158,78.75,4190.36,0
2023-03-18,379.97,15.51,0.536,237.41,0.236,64.97,45.28,44.85,8.24,0.0986,58.56,3126.46,0
2023-03-19,263.91,15.0,0.3258,203.71,0.2025,52.7,44.79,36.54,9.23,0.0665,49.19,2535.73,0
2023-03-20,388.63,14.54,0.4385,269.33,0.2677,72.12,44.69,46.27,7.71,0.0023,71.95,3804.05,0
2023-03-21,321.73,11.98,0.7833,145.33,0.1444,43.77,45.86,53.74,8.45,0.0343,42.27,2395.25,0
2023-03-22,446.21,14.08,0.425,313.47,0.3116,82.76,45.55,42.64,10.5,0.006,82.26,4539.07,0
2023-03-23,434.04,8.64,0.323,335.89,0.3338,88.06,44.74,38.4,4.81,0.0097,87.2,4155.5,0
2023-03-24,361.67,15.23,0.6031,208.98,0.2077,56.01,46.08,50.4,8.62,0.0535,53.02,2968.79,0
2023-03-25,393.25,11.87,0.3226,304.44,0.3026,77.32,44.87,56.78,11.2,0.0859,70.68,4215.86,0
2023-03-26,366.53,11.62,0.7652,170.19,0.1691,55.62,44.15,36.35,8.42,0.1073,49.65,2494.21,0
2023-03-27,432.32,16.96,0.6804,226.42,0.225,59.05,44.24,56.5,10.48,0.0593,55.55,3243.78,0
2023-03-28,499.38,22.01,0.2835,400.27,0.3978,113.55,44.02,56.5,7.06,0.0125,112.13,6147.03,0
2023-03-29,388.9,20.32,0.2967,308.14,0.3062,85.26,44.73,57.61,7.95,0.0355,82.23,4649.82,0
2023-03-30,484.25,10.57,0.5771,288.62,0.2868,73.96,46.23,59.74,8.05,0.0227,72.28,4216.2,0
2023-03-31,428.14,13.1,0.6727,226.52,0.2251,61.88,44.19,67.61,4.67,0.0059,61.51,3438.18,0
2023-04-01,418.31,21.02,0.614,238.53,0.237,69.11,45.19,47.15,6.25,0.0471,65.85,3426.08,0
2023-04-02,465.36,13.53,0.3718,344.24,0.3421,93.13,44.34,50.88,6.35,0.1444,79.69,4196.03,0
2023-04-03,415.56,16.76,0.3961,300.35,0.2985,88.04,44.74,46.66,9.23,0.0367,84.81,4626.36,0
